STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
789,TNDC - CTCP PHÁT TRIỂN TN,TN,Công ty cổ phần,Bất động sản,1496000000000.0,0,024 382 91200,024 382 92053,"SỐ 33 ĐƯỜNG TÂY HỒ, PHƯỜNG QUẢNG AN, QUẬN TÂY HỒ, HÀ NỘI",Nguyễn Thị Ngọc Anh,Công ty cổ phần FiinRatings (FiinRatings),B,03/10/2025
790,TNEC - Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,Công ty TNHH DT & PT năng lượng Thành Nguyên,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,240000000000.0,https://bamboocap.com.vn/,02693656789,0862991188,"Buôn Chư Jut, xã Ia Rsai, tỉnh Gia Lai, Việt Nam",PHẠM MINH TUẤN; PHẠM ĐĂNG KHOA; ĐẶNG ĐÌNH QUYẾT,,,
791,TNG - CTCP Đầu tư và Thương mại TNG,TNG,Công ty cổ phần,Sản xuất,739960050000.0,tng.vn,0969699971,02083 858 508,434/1 Bắc Kạn - Thành Phố Thái Nguyên - Tỉnh Thái Nguyên,,,,
792,TNGC - CTCP Đầu tư Xây Dựng Trung Nam,TNGC,Công ty cổ phần,Lĩnh vực khác,14825000000000.0,trungnamgroup.com.vn,02862645178,02862645180,"7A/68 Thành Thái, Khu phố 14, Phường Diên Hồng, TP. Hồ Chí Minh",Nguyễn Tâm Thịnh,,,
793,TNH - CTCP Bệnh viện Quốc tế Thái Nguyên,CTCP Bệnh viện Quốc tế Thái Nguyên,Công ty cổ phần,Lĩnh vực khác,415000000000.0,benhvienquoctethainguyen.com,02086285658,02086285658,"Số 328 đường Lương Ngọc Quyến, phường Đồng Quang, Thành phố Thái Nguyên, tỉnh Thái Nguyên",Hoàng Tuyên,,,
794,TNHC - CTCP ĐẦU TƯ VÀ QUẢN LÝ KHÁCH SẠN TNH,TNH HOTELS & RESORTS .JSC,Công ty cổ phần,"Thương mại, dịch vụ",760000000000.0,https://tnh-hotels.vn/sites/tnh,0966525899,0966525899,"TẦNG 21, TOÀ THÁP A, SỐ 54A NGUYỄN CHÍ THANH, PHƯỜNG LÁNG THƯỢNG, QUẬN ĐỐNG ĐA, TP HÀ NỘI",Hồ Tùng Giang; Nguyễn Bá Luân; Nguyễn Việt Sơn; Đặng Nam Sơn,,,
795,TNLC - Công ty Cổ phần đầu tư và cho thuê tài sản TNL,TNLC,Công ty cổ phần,Bất động sản,1000000000000.0,bondtnl@tnl-lease.vn,0983123481,02438757965,"Nhà điều hành Khu công nghiệp Hà Nội - Đài Tư, số 386 đường Nguyễn Văn Linh, phường Sài Đồng, quận Long Biên, TP Hà Nội",NGUYỄN KHẮC TÙNG; Tạ Thị Thu Hằng,,,
796,TNPC - Công ty cổ phần đầu tư Rox Energy (tên cũ: Công ty cổ phần năng lượng TNPower),ROX ENERGY,Công ty cổ phần,Năng lượng,1139900000000.0,https://tnpower.com.vn/,0913001685,0,"Tầng 12, Tòa nhà TNR Tower, 180-192 Nguyễn Công Trứ, phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN MẠNH HÙNG; TRẦN QUANG LUÂN; Trương Thị Hoàng Thảo; ĐINH THÁI CHUNG,,,
797,TNQC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HẠ TẦNG NAM QUANG,TNI NAM QUANG,Công ty cổ phần,Lĩnh vực khác,2634000000000.0,www.namsach-izone.com,02203752261,02203752261,"Khu Công nghiệp Nam Sách, Phường Ái Quốc, Thành phố Hải Phòng",Triệu Thanh An,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB-,10/10/2025
798,TNRC - Công ty cổ phần đầu tư phát triển bất động sản TNR holdings Việt Nam,"TNR Holdings VietNam.,JSC",Công ty cổ phần,Bất động sản,2000000000000.0,bondtnr@tnrholdings.vn,02473073099,02473073099,"Tầng 26, Tòa nhà Tháp A (Tòa nhà TNR) số 54A, Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Hà Đăng Sáng; Nguyễn Mạnh Hải,,,
799,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TNTNSP,Công ty trách nhiệm hữu hạn,Sản xuất,2411409000000.0,www.trungnamgroup.com.vn,02596539639,02596539639,"Thôn Quán Thẻ 1, Xã Thuận Nam, Tỉnh Khánh Hòa, Việt Nam",Nguyễn Tâm Thịnh,,,
800,TOCC - Công ty cổ phần Tư vấn và Kinh doanh bất động sản TCO,TOCC,Công ty cổ phần,Bất động sản,6271000000000.0,https://tco-realestate.com.vn/,0326151980,0,"Tầng 8, tòa nhà CDC, 25 Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội",Nguyễn Linh Phương; Ngô Mạnh Trung,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB-,12/05/2025
801,TOT - CÔNG TY CỔ PHẦN TRANSIMEX LOGISTICS,TMS LOGISTICS,Công ty cổ phần,"Thương mại, dịch vụ",104047480000.0,transimextrans.com.vn,02837297373,02837297373,"Tầng 2 - Tòa Nhà Phú Nhuận Plaza, 82 Trần Huy Liệu, Phường Cầu Kiệu, TP.HCM",,,,
802,TP1C - Công ty Cổ phần Thiên Phúc INVEST,THIEN PHUC INVEST,Công ty cổ phần,Bất động sản,90000000000.0,0,0909984185,0,"Số 77 Ngô Quyền, phường Phủ Lý, tỉnh Ninh Bình, Việt Nam",Trần Mạnh Linh,,,
803,TPAC - CÔNG TY TNHH THÀNH PHỐ AQUA,"AQUA CITY CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,845640000000.0,tpac.aqua,02513501508,02513501508,"Dự án Aqua City, ấp An Xuân, Phường Long Hưng, Tỉnh Đồng Nai, Việt Nam",Bùi Đạt Chương,,,
804,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB,Công ty cổ phần,Tổ chức tín dụng,27740468730000.0,tpb.vn,02437688998,02437688979,"Tòa nhà TPBank, Số 57, Phố Lý Thường Kiệt, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),AA-,22/05/2026
805,TPCC - Công ty CP Bất động sản Tiến Phước,TIEN PHUOC,Công ty cổ phần,Lĩnh vực khác,2018000000000.0,tienphuoc.com,02838380303,0283924129,"542 Trần Hưng Đạo, Phường 2, Quận 5, TP. HCM",,,,
806,TPHC - Công ty TNHH Một thành viên Khách sạn Quốc tế Thiên Phúc,THIEN PHUC,Công ty trách nhiệm hữu hạn,Bất động sản,1694427106682.0,congtythienphuc.com,0288224866,0288224866,"167 HAI BÀ TRƯNG, PHƯỜNG 06, QUẬN 3, TP HỒ CHÍ MINH",Hồng Kim Yến,,,
807,TPIC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ THUẬN PHÁT,"THUAN PHAT SI.,JSC",Công ty cổ phần,"Thương mại, dịch vụ",300000000000.0,irb.vn,02437683366,02437951825,"Khu du lịch cao cấp đồi 1 phía Tây Cầu Bãi Cháy, P. Bãi Cháy TP Hạ Long, tỉnh Quảng Ninh",,,,
808,TPNC - CÔNG TY CỔ PHẦN LOGISTICS NÔNG SẢN XUẤT KHẨU TÂY NGUYÊN,TPN,Công ty cổ phần,"Thương mại, dịch vụ",50000000000.0,Không có,0905970978,028 6288 5138,"Quốc lộ 14, Thôn Plei Đung, Xã la Hrú, Huyện Chư Pưh, tỉnh Gia Lai, Việt Nam",ĐỖ THẾ NHÂN,Công ty cổ phần FiinRatings (FiinRatings),B-,16/06/2025
809,TPP - Công ty cổ phần Tân Phú Việt Nam,TPP,Công ty cổ phần,Sản xuất,450000000000.0,tanphuplastic.vn,02838654133,02838607622,"314 LŨY BÁN BÍCH, PHƯỜNG HÒA THẠNH, QUẬN TÂN PHÚ, TP HỒ CHÍ MINH",Trần Đức Huy,,,
810,TPRC - CTCP ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN THUẬN PHÁT,THUAN PHAT INVESTMENT AND DEVELOPMENT REAL ESTATE JSC,Công ty cổ phần,Bất động sản,744000000000.0,không có,0938485358,0938485358,"KHU I, KHU THƯƠNG MẠI - DỊCH VỤ - VĂN PHÒNG, TẦNG 2 - KHU VĂN PHÒNG, SỐ 2.01, CAO ỐC VĂN PHÒNG - THƯƠNG MẠI DỊCH VỤ - CĂN HỘ THE PRINCE RESIDENCE, SỐ 17 - 19 - 21 NGUYỄN VĂN TRỖI, P. 11, Q. PHÚ NHUẬN, TP. HỒ CHÍ MINH",,,,
811,TPXC - CTCP PHÁT TRIỂN THÀNH PHỐ XANH,GCD JSC,Công ty cổ phần,Bất động sản,6690000000000.0,thanhphoxanh.vinhomes.vn,08 6265 7999,08 6265 7999,"Số 72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",NGUYỄN THỤC HIỀN; NGUYỄN THỤC HIỀN,,,
812,TQSC - Công ty TNHH Tư vấn & Quản lý Smart Invest,TQS,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",225236500000.0,0,02435739779,02435739779,"Tầng 3, tòa nhà số 12-16 phố Đốc Ngữ, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",Nguyễn Đức Hiếu,,,
813,TRAC - CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN VẬN TẢI,"TRANSID.,JSC",Công ty cổ phần,Bất động sản,112624020000.0,transid.com.vn,0941383343,0941383343,"65 Cảm Hội, phường Đống Mác, quận Hai Bà Trưng, Hà Nội",Nguyễn Hương Giang,,,
814,TREC - CÔNG TY CỔ PHẦN NĂNG LƯỢNG TÁI TẠO TRUNG NAM,TRUNG NAM RENEWABLE ENERGY CORPORATION,Công ty cổ phần,Năng lượng,9083049770000.0,www.trungnamgroup.com.vn,028 62645178,028 62645180,"7A/68 Thành Thái, Khu Phố 14, Phường Diên Hồng, Thành Phố Hồ Chí Minh",Lê Như Phước An,Công ty cổ phần FiinRatings (FiinRatings),CCC,08/12/2025
815,TRMC - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BĐS TRƯỜNG MINH,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BĐS TRƯỜNG MINH,Công ty trách nhiệm hữu hạn,Bất động sản,3738196000000.0,,0326591968,0,"Dự án Khu đô thị sinh thái Dream City, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Ngô Văn Kiên,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,20/08/2025
816,TRSC - Tổng công ty Xây dựng Trường Sơn,TRSC,Công ty trách nhiệm hữu hạn,Xây dựng,800000000000.0,https://tcttruongson.com/,0438542573,0438542758,"Km6+500, Đại Lộ Thăng Long, Phường Xuân Phương, Thành phố Hà Nội, Việt Nam",Nguyễn Hữu Ngọc,,,
817,TSAC - Công ty TNHH Đầu tư và phát triển bất động sản Trung Sơn A,Trung Son A Real Estate Co.;ltd,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,700000000000.0,0,0938485358,0,"Khu I, Khu TMDV VP, Tầng 2-Khu văn phòng, số 2.01, Cao ốc văn phòng-TMDV-Căn hộ The Prince Residence, số 17-19-21 Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Tp.HCM",Võ Thị Kim Khoa,,,
818,TSBC - Công ty TNHH Đầu tư và Phát triển Bất động sản Tân Sơn Bình,"Tan Son Binh Investment and Development Real Estate Co., Ltd",Công ty trách nhiệm hữu hạn,Bất động sản,265000000000.0,Không,0938485358,0,"Số 2.01, Tầng 2, Khu Thương mại - Dịch vụ, Dự án Khu thương mại, dịch vụ, văn phòng, officetel và căn hộ tại số 08 đường Hoàng Minh Giám, phường 09, Quận Phú Nhuận, TP Hồ Chí Minh",Lý Trường An,,,
819,TSCC - CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THẾ SƠN,THE SON CONSTRUCTION INVEST JSC,Công ty cổ phần,Xây dựng,300000000000.0,https://thesongroup.com/,0862840102,0862840102,"Số 70, đường 64 TML, Phường Thạnh Mỹ Lợi, Tp Thủ Đức, Tp. Hồ Chí Minh",,,,
820,TSHC - Công ty cổ phần Điện lực Trung Sơn,"TrungSon elec.,JSC",Công ty cổ phần,Sản xuất,700000000000.0,dienluctrungson.com.vn,02437878691,02437879691,"Tầng 5, tòa nhà Sudico, đường Mễ Trì, phường Mỹ Đình 1, quận Nam Từ Liêm, Hà Nội",,,,
821,TSIC - Công Ty Cổ Phần Chứng Khoán Tân Việt,TVSI,Công ty cổ phần,Kinh doanh chứng khoán,2639000000000.0,tvsi.com.vn,024 3728 0920,024 3728 0920,"Tầng 17 tòa tháp VCCI Tower, Số 9 Đào Duy Anh, Phường Phương Mai, Quận Đống Đa, thành phố Hà Nội",,,,
822,TSLC - CÔNG TY CỔ PHẦN THÁI SƠN - LONG AN,"THAI SON - LONG AN ., JSC",Công ty cổ phần,Bất động sản,1500000000000.0,Đang khởi tạo,02723732277,02723732277,"Ấp Long Hậu 2, xã Cần Giuộc, Tỉnh Tây Ninh",Đỗ Hoàng Việt,,,
823,TSOC - CÔNG TƯ CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÁI SƠN,THAI SON INVEST CONS CORP,Công ty cổ phần,Bất động sản,13500000000000.0,https://thaison.thesakura.vn,0913486925,088465274,"Số 7, Đường Bằng Lăng 1, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam",Vũ Quyết Thắng,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnA-,30/03/2026
824,TTCC - CTCP đầu tư Thành Thành Công,TTC,Công ty cổ phần,Lĩnh vực khác,3000000000000.0,https://www.ttcgroup.vn/,028 3997 7727,028 3997 7728,"Số 253 Hoàng Văn Thụ, Phường Tân Sơn Hòa, Thành phố Hồ Chí Minh, Việt Nam",Huỳnh Bích Ngọc,,,
825,TTDC - CTCP Tập đoàn Thái Tuấn,THAITUAN GROUP,Công ty cổ phần,Sản xuất,2016000000000.0,www.thaituan.com,02837194612,37194609,"Lô số B38/II, đường số 2B, KCN Vĩnh Lộc, Phường Bình Tân, Thành phố Hồ Chí Minh",PHẠM HOÀNG YÊN,,,
826,TTE - Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Công ty CPĐT Năng lượng Trường Thịnh,Công ty cổ phần,Lĩnh vực khác,284904000000.0,www.dientruongthinh.vn,(84-60) 386 8119,(84-60) 386 8901,"507 Duy Tân, Phường Đăk Cấm, tỉnh Quảng Ngãi, Việt Nam",Nguyễn Văn Quân; Đinh Xuân Hoàng,,,
827,TTGC - CTCP TẬP ĐOÀN TRƯỜNG THỊNH,TRUONG THINH GROUP,Công ty cổ phần,Xây dựng,2619000000000.0,www.truongthinh.com,02323820024,02323823859,"50 NGUYỄN HỮU CẢNH, P. HẢI ĐÌNH, TP ĐỒNG HỚI, TỈNH QUẢNG BÌNH",Võ Minh Hoài,,,
828,TTHC - Công ty TNHH Đầu tư Nhà ở xã hội Thuận Thành,Công ty TNHH Đầu tư Nhà ở xã hội Thuận Thành,Công ty trách nhiệm hữu hạn,Bất động sản,372000000000.0,không có,0989264235,0826988333,"Khu Ấp, Phường Hồ, Thị xã Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",Nguyễn Minh Đức,,,
829,TTRC - CTCP Thương mại Du lịch Tân Thành,TTR,Công ty cổ phần,Bất động sản,1650000000000.0,www.tanthanhgroup.info,0908 757 066,02835358222,"Số 156 Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, thành phố Hồ Chí Minh",Trần Duy Kiều,,,
830,TTTC - Công ty TNHH Bất động sản Tinh Cầu,TTTC,Công ty trách nhiệm hữu hạn,Bất động sản,20000000000.0,landhcm79@gmail.com,0938485358,0938485358,"81 Cách Mạng Tháng Tám, Phường Bến Thành, Quận 01 Thành phố Hồ Chí Minh, Việt Nam",,,,
831,TVB - Công ty cổ phần chứng khoán Trí Việt,TVB,Công ty cổ phần,Kinh doanh chứng khoán,1120154610000.0,www.tvsc.vn,02462732059,02462732058,"Tầng 2, số 142 Đội Cấn, quận Ba Đình, Hà Nội",Nguyễn Thị Hằng; Phạm Thanh Tùng,,,
832,TVC - CTCP TẬP ĐOÀN QUẢN LÝ TÀI SẢN TRÍ VIỆT,TẬP ĐOÀN TRÍ VIỆT,Công ty cổ phần,Lĩnh vực khác,1186106700000.0,http://tcorp.vn,02437224999,02462732058,"142 ĐỘI CẤN, PHƯỜNG ĐỘI CẤN, QUẬN BA ĐÌNH, TP HÀ NỘI",Nguyễn Thị Hằng; Phạm Thanh Tùng,,,
833,TVLC - Công ty TNHH Thế Vượng,"THE VUONG CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,26000000000.0,www.thevuong.com.vn,(028) 5413 8102,(028) 5413 5965,"Tầng 21, Tòa nhà Phú Mỹ Hưng, số 8 đường Hoàng Văn Thái, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam.","Lo, Nai - Wei",,,
834,TVPC - CTCP ĐẦU TƯ VÀ DU LỊCH T&M VÂN PHONG,TVPC,Công ty cổ phần,Bất động sản,3800000000000.0,không có,0386860246,0386860246,"146 Lê Hồng Phong, Phường Phước Hải, TP Nha Trang, tỉnh Khánh Hòa (địa chỉ nhận thư: Tầng 11 tòa nhà EOB, số 2 Tôn Thất Tùng, P. Trung Tự, Q. Đống Đa, Hà Nội)",Nguyễn Cảnh Hồng,,,
835,TVRC - Công ty Cổ phần Đầu tư Phát triển Bất động sản Thành Vinh,"THANH VINH REALTY ..,JSC",Công ty cổ phần,Bất động sản,905000000000.0,không có,0984694942,0,"Tòa nhà Bưu điện tỉnh Nghệ An, số 2 Nguyễn Thị Minh Khai, Phường Hưng Bình, Thành phố Vinh, Tỉnh Nghệ An",Nguyễn Huy Hoàng,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB-,03/04/2025
836,TVS - Công ty Cổ phần Chứng khoán Thiên Việt,TVSC,Công ty cổ phần,Kinh doanh chứng khoán,1669952740000.0,www.tvs.vn,024 3248 4820,024 3248 4821,"Tầng 15, tòa nhà Harec, số 4 Láng Hạ, Giảng Võ, Hà Nội",,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A-,16/12/2025
837,TVSC - Công ty cổ phần Điện Mặt Trời Trung Nam Trà Vinh,TNTVSP,Công ty cổ phần,Sản xuất,1450000000000.0,trungnamgroup.com.vn,02943753768,02943753768,"Ấp Giồng Giếng, Phường Duyên Hải, Tỉnh Vĩnh Long, Việt Nam",Nguyễn Tâm Thịnh,,,
838,TXCC - Công ty Cổ phần Thanh Xuân,"Thanh Xuan.,JSC",Công ty cổ phần,Bất động sản,1210000000000.0,https://thanhxuan.vn,02473053555,02437197215,"Khu Đại Lải, Phường Xuân Hòa, tỉnh Phú Thọ, Việt Nam",Đoàn Quốc Huy,,,
839,TZCC - CÔNG TY CỔ PHẦN DỊCH VỤ TAZON,TZCC,Công ty cổ phần,"Thương mại, dịch vụ",200000000000.0,Không có,0914 698 339,0,"32/5 Nguyễn Thông, KP1, Phường Phú Hài, Thành phố Phan Thiết, tỉnh Bình Thuận, Việt Nam",,,,
840,UDIC - CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP,"IDCI., JSC",Công ty cổ phần,Lĩnh vực khác,320000000000.0,www.udideco.com.vn/,02437910306,02437910393,"Tầng 22, Tòa nhà văn phòng Intracom , tổ dân phố số 10, Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố .Hà Nội",Phan Thị Đức,,,
841,UNIC - Công ty TNHH Đầu tư Bất động sản Unity,Công ty TNHH Đầu tư Bất động sản Unity,Công ty trách nhiệm hữu hạn,Bất động sản,2630000000000.0,0,0905238968,0,"65 Nguyễn Du, phường Bến Nghé, Quận 1, TP.HCM",BÙI ĐẠT CHƯƠNG,,,
842,UPSC - Công ty cổ phần chứng khoán UP (tên cũ:Công ty cổ phần chứng khoán Quốc tế Hoàng Gia),UPSC,Công ty cổ phần,Kinh doanh chứng khoán,323746000000.0,https://upstock.com.vn,02439446666,02439448071,"Tầng 8, Tòa nhà Hapro Building, số 11B Cát Linh, phường Ô chợ Dừa, Hà Nội",Chu Tuấn An,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB-,15/05/2025
843,USMC - Công ty Cổ phần Nhà máy Trang thiết bị Y tế USM Healthcare,USM,Công ty cổ phần,Sản xuất,230000000000.0,https://usm.com.vn/,02873044888,02873043888,"Lô I-4b-1.3, Đường N3, Khu Công nghệ cao, Phường Long Thạnh Mỹ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Võ Xuân Bội Lâm,,,
844,VAB - NGÂN HÀNG TMCP VIỆT Á,VAB,Công ty cổ phần,Tổ chức tín dụng,8163606720000.0,www.vietbank.com.vn,02439333636,02439336426,"Tầng 4 và 5, tòa nhà Samsora Premier, số 105 đường Chu Văn An, Phường Hà Đông, Thành phố Hà Nội",,,,
845,VACC - Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Việt An,VIET AN,Công ty trách nhiệm hữu hạn,Bất động sản,2768000000000.0,,02432002774,02432002774,"Ô số G35 - Lô Biệt thự BT7 - Khu đô thị mới Việt Hưng, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Triệu Thùy Linh,,,
846,VADC - Công ty TNHH VINH AN ĐIỀN,VINH AN ĐIỀN,Công ty trách nhiệm hữu hạn,Bất động sản,150000000000.0,ctyvinhandien@gmail.com,02839352220,02839352220,"29A Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",Lý Vinh Hoàng,,,
847,VAIC - CTCP Đầu tư Voyage,Voyage,Công ty cổ phần,Bất động sản,500000000000.0,congtydautuvoyage.com,02822101543,02822101543,"D1, Tầng 14, Tòa nhà Golden King, Số 15 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TP. Hồ Chí Minh",Trần Tú Phương,,,
848,VBAC - Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,AGRIBANK,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng,51638603001584.0,http://www.agribank.com.vn,0243772273,02438314069,"SỐ 02 LÁNG HẠ, PHƯỜNG GIẢNG VÕ, TP HÀ NỘI",Phạm Toàn Vượng; Tiết Văn Thành,,,
849,VBB - Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VIETBANK,Công ty cổ phần,Tổ chức tín dụng,10768973840000.0,www.vietbank.com.vn,02993621454,02993621858,"47 Trần Hưng Đạo, Phường Phú Lợi, Thành phố Cần Thơ",DƯƠNG NHẤT NGUYÊN; Lê Huy Dũng; TRẦN TUẤN ANH; Trần Tuấn Anh,,,
850,VC2 - Công ty Cổ phần Đầu tư và Xây dựng Vina2,VINA2,Công ty cổ phần,Xây dựng,687694100000.0,vina2.com.vn,024 3753 0936,024 3836 1012,"Tầng 2-4 tòa B, KĐTM Kim Văn, Kim Lũ, Đại Kim, Hoàng Mai, thành phố Hà Nội",,,,
851,VCB - NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VIETCOMBANK,Công ty cổ phần,Tổ chức tín dụng,83556750940000.0,vietcombank.com.vn,02439343137,02438251322,"198 TRẦN QUANG KHẢI, HOÀN KIẾM, HÀ NỘI",,,,
852,VCBC - CÔNG TY TNHH CHỨNG KHOÁN NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCBS,Công ty trách nhiệm hữu hạn,Kinh doanh chứng khoán,2500000000000.0,Vcbs.com.vn,02439366990,02438238730,"TẦNG 5-6-7-8, TOÀ NHÀ THỦ ĐÔ, SỐ 72 TRẦN HƯNG ĐẠO, Q HOÀN KIẾM, TP HÀ NỘI",Lê Mạnh Hùng,,,
853,VCG - Tổng công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,"Vinaconex.,JSC",Công ty cổ phần,Bất động sản,5985934580000.0,https://vinaconex.com.vn/,+842462849234,+842462849208,"Tòa nhà Vinaconex, 34 Láng Hạ, phường Láng, thành phố Hà Nội",,,,
854,VCI - CTCP CHỨNG KHOÁN VIETCAP (TÊN CŨ:CTCP CHỨNG KHOÁN BẢN VIỆT),CTCP CHUNG KHOAN BAN VIET,Công ty cổ phần,Kinh doanh chứng khoán,7226000000000.0,www.vietcap.com.vn,(028) 39143588,(028) 39143209,"TẦNG 15, THÁP TÀI CHÍNH BITEXCO, 02 HẢI TRIỀU, PHƯỜNG SÀI GÒN, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",TÔ HẢI; TÔN MINH PHƯƠNG,,,
